,open,high,low,close,volume,value
2018-02-07 09:00:00,877800.0,920000.0,794000.0,835100.0,199403.91732948,173381829777.09283
2018-02-08 09:00:00,836600.0,954000.0,832000.0,938700.0,180824.64963342,164244178726.41428
2018-02-09 09:00:00,938700.0,1013000.0,901800.0,1004000.0,134556.28420514,127491530574.67876
2018-02-10 09:00:00,1004000.0,1069000.0,943500.0,991100.0,159927.96850551,162483734082.54797
2018-02-11 09:00:00,990900.0,999800.0,901100.0,932000.0,77539.29823933,73323232410.04884
2018-02-12 09:00:00,932300.0,993000.0,932000.0,987500.0,57842.61247058,56410260185.806755
2018-02-13 09:00:00,987500.0,992000.0,947100.0,971300.0,42142.63600267,40929768869.97402
2018-02-14 09:00:00,971300.0,1034000.0,971100.0,1018000.0,64590.7004334,64506334454.29136
2018-02-15 09:00:00,1017500.0,1077500.0,1006500.0,1051000.0,68179.66916386,71262290234.59215
2018-02-16 09:00:00,1051000.0,1093000.0,1035000.0,1059500.0,58503.08611308,62118991592.37275
2018-02-17 09:00:00,1059500.0,1091000.0,1050000.0,1082500.0,66359.23119995,71293889490.6205
2018-02-18 09:00:00,1082500.0,1119500.0,1020000.0,1050000.0,82716.45177816,88714010005.88142
2018-02-19 09:00:00,1050000.0,1074000.0,1046500.0,1067500.0,38239.21431893,40688507321.13867
2018-02-20 09:00:00,1067000.0,1108500.0,1056500.0,1065000.0,81617.92365844,88414262776.94283
2018-02-21 09:00:00,1064500.0,1091000.0,998500.0,1024000.0,63236.10296184,66421743462.907364
2018-02-22 09:00:00,1024000.0,1037000.0,945100.0,960000.0,49901.62839949,49152121076.71906
2018-02-23 09:00:00,960000.0,1029500.0,930500.0,1017000.0,56032.22037688,55613871617.042336
2018-02-24 09:00:00,1016500.0,1031000.0,966000.0,993000.0,33276.90088927,33231732596.811638
2018-02-25 09:00:00,993000.0,1002000.0,951400.0,981000.0,20662.40248691,20306092177.291615
2018-02-26 09:00:00,981000.0,1002000.0,966000.0,988300.0,35934.93879226,35473889092.72154
2018-02-27 09:00:00,988300.0,999400.0,975500.0,983100.0,26948.04385088,26627636086.69968
2018-02-28 09:00:00,983100.0,992900.0,971500.0,977800.0,22525.72474972,22147721335.809647
2018-03-01 09:00:00,977800.0,984900.0,960000.0,973900.0,17595.85285787,17072959383.700829
2018-03-02 09:00:00,973900.0,979800.0,959700.0,965000.0,17451.83131799,16940998600.620174
2018-03-03 09:00:00,965000.0,968500.0,951100.0,956300.0,15285.99563713,14678521736.546238
2018-03-04 09:00:00,956500.0,958000.0,927300.0,947900.0,15385.44548678,14530033419.128311
2018-03-05 09:00:00,947600.0,954500.0,940700.0,942900.0,17603.5170169,16660641439.179293
2018-03-06 09:00:00,942800.0,943900.0,905000.0,910000.0,17707.34221704,16482786292.98431
2018-03-07 09:00:00,910000.0,925000.0,815600.0,841800.0,31843.87855967,27748909211.265022
2018-03-08 09:00:00,841800.0,865000.0,783000.0,788000.0,25474.98767406,21104016859.696594
2018-03-09 09:00:00,788000.0,818100.0,710000.0,815200.0,37350.46124878,28490323170.504383
2018-03-10 09:00:00,815200.0,838900.0,761200.0,766300.0,19076.12794849,15423122386.177595
2018-03-11 09:00:00,766300.0,802400.0,750000.0,793000.0,20242.6948664,15784588803.295746
2018-03-12 09:00:00,793000.0,814400.0,760100.0,779300.0,17905.06015402,14206931268.586054
2018-03-13 09:00:00,779500.0,784500.0,755000.0,763400.0,14375.92128087,11080180127.870216
2018-03-14 09:00:00,769300.0,777000.0,659300.0,679700.0,26864.28337681,19568311098.528095
2018-03-15 09:00:00,679900.0,693000.0,625000.0,672700.0,36636.21001786,24235842213.585445
2018-03-16 09:00:00,672700.0,677000.0,645000.0,657900.0,16937.99183401,11259956333.215855
2018-03-17 09:00:00,658000.0,670000.0,603000.0,605500.0,14266.66543954,9158533978.311941
2018-03-18 09:00:00,604100.0,617700.0,500000.0,591900.0,63583.93780831,35440106591.50047
2018-03-19 09:00:00,591900.0,634000.0,571000.0,631100.0,102811.61991839,62018431598.90426
2018-03-20 09:00:00,631000.0,631200.0,570500.0,613000.0,73499.94675444,44491487370.8002
2018-03-21 09:00:00,613100.0,657900.0,606600.0,624600.0,70985.09238989,45149315629.16665
2018-03-22 09:00:00,624700.0,635900.0,581500.0,605000.0,33421.48652083,20375874659.395374
2018-03-23 09:00:00,605000.0,605000.0,567500.0,601000.0,39238.52339825,22862823126.874744
2018-03-24 09:00:00,601000.0,607700.0,583300.0,584300.0,28418.44062294,16942032459.847452
2018-03-25 09:00:00,584300.0,596700.0,575100.0,585400.0,16982.45577249,9887826535.830374
2018-03-26 09:00:00,585400.0,591800.0,524100.0,542000.0,28959.25568519,16064764477.75502
2018-03-27 09:00:00,541200.0,547500.0,498000.0,499450.0,42379.34100594,21648319359.401
2018-03-28 09:00:00,498600.0,512500.0,488600.0,491100.0,39000.93984313,19407239911.92854
2018-03-29 09:00:00,493000.0,493000.0,426150.0,426450.0,60334.44384286,27552446174.73367
2018-03-30 09:00:00,426450.0,455100.0,407000.0,436450.0,75517.08557975,32470853558.80475
2018-03-31 09:00:00,436450.0,464400.0,431750.0,437550.0,48682.88663005,21674710059.175243
2018-04-01 09:00:00,437550.0,441600.0,394450.0,414250.0,40907.39697673,16997610062.59029
2018-04-02 09:00:00,414250.0,436000.0,408050.0,420850.0,34158.17072212,14440091853.57267
2018-04-03 09:00:00,420850.0,457000.0,415500.0,452100.0,43948.66299395,19104580971.67944
2018-04-04 09:00:00,452150.0,454900.0,409000.0,416500.0,33778.1318977,14537237598.2329
2018-04-05 09:00:00,416500.0,429400.0,400500.0,416850.0,45154.18240331,18806406017.66279
2018-04-06 09:00:00,416850.0,421000.0,400000.0,406000.0,22228.00957914,9080844384.603678
2018-04-07 09:00:00,406000.0,427000.0,404700.0,419550.0,17958.56742555,7493494311.700332
2018-04-08 09:00:00,419550.0,435450.0,418000.0,433800.0,17065.32556155,7300227765.405666
2018-04-09 09:00:00,433800.0,466100.0,425000.0,438950.0,49089.83695949,21804270408.080227
2018-04-10 09:00:00,438950.0,452150.0,428400.0,449000.0,22851.88559564,9991353251.664593
2018-04-11 09:00:00,449000.0,462000.0,444100.0,459100.0,34394.52634548,15519039559.063467
2018-04-12 09:00:00,459150.0,517400.0,440000.0,507600.0,83248.26198279,39620952301.040764
2018-04-13 09:00:00,507600.0,554000.0,493300.0,521500.0,83543.5551937,43893211762.014824
2018-04-14 09:00:00,524000.0,541500.0,502000.0,522400.0,33175.12573725,17355080023.953796
2018-04-15 09:00:00,523300.0,552600.0,517900.0,552500.0,37830.52286417,20313577476.431976
2018-04-16 09:00:00,552500.0,564100.0,533100.0,549000.0,45285.36331657,24667878684.125328
2018-04-17 09:00:00,547800.0,549200.0,536100.0,538700.0,40355.79539523,21925686742.331944
2018-04-18 09:00:00,539800.0,557800.0,536800.0,557000.0,42380.24003316,23229223031.482
2018-04-19 09:00:00,556900.0,619600.0,553100.0,615600.0,66012.05456088,38326222576.75939
2018-04-20 09:00:00,615700.0,671800.0,592200.0,663200.0,97963.10545063,61703579848.547066
2018-04-21 09:00:00,663200.0,680000.0,620000.0,660000.0,65032.43287935,42500779491.17122
2018-04-22 09:00:00,659800.0,697300.0,642100.0,677000.0,43203.55803303,29047162239.610325
2018-04-23 09:00:00,678100.0,710800.0,673400.0,702700.0,50304.27423832,35032439002.07108
2018-04-24 09:00:00,702700.0,777400.0,699900.0,768400.0,110339.91294691,82325094192.97832
2018-04-25 09:00:00,768400.0,772700.0,658000.0,682300.0,115498.61356164,81973218730.25404
2018-04-26 09:00:00,682100.0,724800.0,658500.0,722200.0,61203.32923055,42481751781.220345
2018-04-27 09:00:00,722200.0,745000.0,703000.0,708900.0,45092.23804719,32692062927.876007
2018-04-28 09:00:00,708800.0,744700.0,702900.0,733500.0,34426.13858427,25212432017.064625
2018-04-29 09:00:00,734800.0,749800.0,719800.0,747000.0,47029.01929794,34776331314.45323
2018-04-30 09:00:00,747000.0,785000.0,730300.0,735800.0,61061.74816452,45559586515.845245
2018-05-01 09:00:00,735800.0,743500.0,698000.0,732300.0,38901.58993821,28058776853.76083
2018-05-02 09:00:00,732300.0,751200.0,724000.0,747900.0,31603.302887,23442090675.393856
2018-05-03 09:00:00,747900.0,871100.0,746000.0,853700.0,108417.51358598,87396935805.782
2018-05-04 09:00:00,853700.0,886600.0,836000.0,861700.0,82223.15738805,70962981334.19742
2018-05-05 09:00:00,860800.0,907700.0,858500.0,899300.0,62071.52668353,54977350568.82261
2018-05-06 09:00:00,899300.0,926200.0,842000.0,881000.0,71248.45863239,62933579050.82393
2018-05-07 09:00:00,880900.0,882500.0,782800.0,839100.0,113846.31845828,93124544164.63138
2018-05-08 09:00:00,839100.0,863800.0,801700.0,833700.0,63369.16270507,52975531305.879036
2018-05-09 09:00:00,833700.0,842500.0,788900.0,838400.0,50503.71033151,41286716421.96002
2018-05-10 09:00:00,837500.0,850500.0,797100.0,801000.0,39404.57653577,32887527862.616615
2018-05-11 09:00:00,800900.0,814800.0,685000.0,744700.0,97299.35430173,73935134427.3577
2018-05-12 09:00:00,744700.0,770900.0,704700.0,765600.0,55807.44878718,41438784029.13914
2018-05-13 09:00:00,765100.0,830400.0,751100.0,823100.0,42265.95896693,33433783534.435734
2018-05-14 09:00:00,823200.0,831000.0,778500.0,821000.0,62380.28961635,50526491449.797745
2018-05-15 09:00:00,819600.0,829000.0,783600.0,793800.0,35069.16303959,28493133485.53804
2018-05-16 09:00:00,793700.0,798200.0,750200.0,788800.0,38367.38854254,29698642501.35946
2018-05-17 09:00:00,789000.0,799200.0,747000.0,754100.0,29152.51773888,22751074647.804073
2018-05-18 09:00:00,754100.0,772200.0,736000.0,771200.0,22955.52830249,17337746250.73805
2018-05-19 09:00:00,771500.0,790500.0,760000.0,771400.0,17008.79297517,13162468980.08502
2018-05-20 09:00:00,771400.0,793000.0,761700.0,786800.0,18827.87841507,14731743178.385857
2018-05-21 09:00:00,786800.0,794100.0,768200.0,776000.0,23946.97909935,18750929320.758625
2018-05-22 09:00:00,775900.0,779700.0,719900.0,719900.0,23560.35285,17806325358.43041
2018-05-23 09:00:00,719900.0,732400.0,646500.0,653900.0,45870.39950938,31868168615.431236
2018-05-24 09:00:00,653900.0,685600.0,620000.0,668400.0,50032.80168831,32708705896.51973
2018-05-25 09:00:00,668300.0,682400.0,636000.0,652200.0,32726.92238379,21669304150.271107
2018-05-26 09:00:00,654300.0,670800.0,643000.0,652400.0,15941.12990862,10505236034.835962
2018-05-27 09:00:00,652500.0,655600.0,620100.0,634800.0,17647.84075477,11276201938.86508
2018-05-28 09:00:00,634800.0,641000.0,564000.0,568100.0,41632.32035283,24972176046.368645
2018-05-29 09:00:00,568100.0,635600.0,567100.0,630200.0,42777.07706359,25676760511.499187
2018-05-30 09:00:00,630200.0,651500.0,602000.0,619200.0,38335.20427402,24096672978.50997
2018-05-31 09:00:00,619100.0,644400.0,614500.0,639100.0,33335.78805235,21028317417.626698
2018-06-01 09:00:00,639100.0,648000.0,625000.0,637000.0,28343.0922323,18041342160.390594
2018-06-02 09:00:00,637000.0,653500.0,633300.0,644700.0,22833.57701105,14712306668.409056
2018-06-03 09:00:00,644700.0,682500.0,644200.0,675800.0,27864.85993994,18580697745.02641
2018-06-04 09:00:00,675800.0,683000.0,640000.0,653300.0,32237.33942965,21340033084.955246
2018-06-05 09:00:00,652400.0,674000.0,635800.0,667100.0,21829.64937582,14253256027.384617
2018-06-06 09:00:00,667100.0,670000.0,651200.0,662200.0,15152.50486229,10034429427.364578
2018-06-07 09:00:00,663400.0,670300.0,654000.0,657000.0,18996.40192169,12588047823.809761
2018-06-08 09:00:00,657700.0,661400.0,650100.0,655200.0,14966.51738581,9821947262.571487
2018-06-09 09:00:00,657300.0,663800.0,650100.0,652200.0,10168.52482125,6694909808.41997
2018-06-10 09:00:00,652200.0,652600.0,561700.0,587300.0,39063.09159406,23874810442.50468
2018-06-11 09:00:00,587000.0,598000.0,564700.0,591100.0,29495.26593993,17245965313.69491
2018-06-12 09:00:00,591000.0,599000.0,543700.0,555300.0,27377.4985389,15866416015.234295
2018-06-13 09:00:00,556100.0,561600.0,508000.0,531400.0,27859.45028827,14832601407.506395
2018-06-14 09:00:00,531300.0,580000.0,516100.0,575500.0,47722.77186278,26133145968.981625
2018-06-15 09:00:00,575700.0,579400.0,543200.0,545900.0,26864.95349227,15042885715.956726
2018-06-16 09:00:00,546000.0,563100.0,543200.0,556200.0,13944.39225122,7727200709.694094
2018-06-17 09:00:00,556200.0,566000.0,551500.0,555900.0,11198.88915216,6272855818.487357
2018-06-18 09:00:00,556900.0,580500.0,547000.0,575200.0,16847.85997227,9434003270.924019
2018-06-19 09:00:00,575300.0,615600.0,573000.0,603000.0,26506.60194279,15710534919.710052
2018-06-20 09:00:00,603000.0,603100.0,553900.0,598500.0,43471.01960926,25233680469.747307
2018-06-21 09:00:00,597700.0,607700.0,583100.0,589400.0,20318.31403338,12124249753.471628
2018-06-22 09:00:00,589400.0,599900.0,520300.0,534700.0,45469.52314026,25332018350.58826
2018-06-23 09:00:00,534700.0,548000.0,519600.0,540600.0,22020.37809527,11790997930.019611
2018-06-24 09:00:00,540600.0,546500.0,482000.0,517800.0,45566.21375135,23282711646.143166
2018-06-25 09:00:00,517800.0,533000.0,503000.0,516200.0,32050.12322727,16553569985.869356
2018-06-26 09:00:00,516500.0,518100.0,487000.0,494900.0,27093.96215412,13718908154.305061
2018-06-27 09:00:00,494900.0,502700.0,480500.0,497850.0,34105.43472227,16750862298.763271
2018-06-28 09:00:00,497800.0,500500.0,476000.0,478800.0,21787.59261003,10673497159.725893
2018-06-29 09:00:00,478750.0,495400.0,461000.0,487150.0,33997.93365941,16140844378.406387
2018-06-30 09:00:00,487200.0,517500.0,486300.0,509500.0,33848.57386646,17096175700.93161
2018-07-01 09:00:00,509500.0,512000.0,497350.0,504200.0,17182.57808848,8679535940.477419
2018-07-02 09:00:00,504300.0,529900.0,498000.0,524100.0,32625.4020939,16785261765.837427
2018-07-03 09:00:00,524100.0,538600.0,515300.0,516600.0,35401.78511282,18648117333.99999
2018-07-04 09:00:00,516600.0,535000.0,499400.0,519400.0,29255.56082066,15148671700.27773
2018-07-05 09:00:00,519400.0,532700.0,515100.0,528000.0,29949.81788949,15753843820.068586
2018-07-06 09:00:00,528000.0,535000.0,512000.0,531400.0,27614.22513326,14489516396.07702
2018-07-07 09:00:00,531400.0,540100.0,521300.0,539100.0,10883.76481456,5758047212.735943
2018-07-08 09:00:00,539100.0,548200.0,537700.0,543900.0,12946.72062036,7014177367.189073
2018-07-09 09:00:00,543900.0,546700.0,527300.0,529600.0,12407.91617637,6670716270.609086
2018-07-10 09:00:00,528500.0,533700.0,488500.0,490450.0,20600.90225641,10461566123.98109
2018-07-11 09:00:00,490450.0,508200.0,430000.0,503100.0,11865.36011585,5891617702.145608
2018-07-12 09:00:00,503100.0,504400.0,476800.0,488700.0,14210.6128459,6980161737.479368
2018-07-13 09:00:00,489500.0,501100.0,483350.0,491450.0,9963.18362493,4918667294.953059
2018-07-14 09:00:00,491300.0,498750.0,488050.0,493600.0,4871.06751821,2399863671.6125374
2018-07-15 09:00:00,493600.0,510500.0,490200.0,505600.0,8579.42625965,4299848102.060349
