,open,high,low,close,volume,value
2017-12-16 09:00:00,844.0,926.0,824.0,849.0,289044848.12713176,250939983555.8444
2017-12-17 09:00:00,849.0,871.0,785.0,816.0,167637318.56308845,140363232615.4202
2017-12-18 09:00:00,816.0,943.0,786.0,879.0,266267036.340867,226180942398.85486
2017-12-19 09:00:00,879.0,1080.0,780.0,940.0,267569664.22484696,256770336586.59116
2017-12-20 09:00:00,940.0,996.0,871.0,995.0,91230457.82696915,85732255569.02873
2017-12-21 09:00:00,996.0,1680.0,960.0,1605.0,668967938.4198233,890933790760.7087
2017-12-22 09:00:00,1605.0,1820.0,982.0,1460.0,948597107.4289573,1343030429718.7559
2017-12-23 09:00:00,1460.0,1540.0,1280.0,1470.0,316729034.0858953,453839539216.46906
2017-12-24 09:00:00,1470.0,1470.0,1250.0,1405.0,76654376.68862268,105016599985.13625
2017-12-25 09:00:00,1405.0,1430.0,1350.0,1425.0,43157294.77496836,60281093516.03304
2017-12-26 09:00:00,1425.0,1555.0,1380.0,1505.0,63421206.9588234,92191853957.199
2017-12-27 09:00:00,1500.0,1830.0,1465.0,1720.0,247181182.4050941,402595637934.26605
2017-12-28 09:00:00,1725.0,1865.0,1470.0,1705.0,245936168.269685,415192358777.7418
2017-12-29 09:00:00,1705.0,2645.0,1605.0,2570.0,661793177.7859834,1426892320769.6897
2017-12-30 09:00:00,2570.0,3750.0,2465.0,2725.0,709747651.5403935,2163756184158.7097
2017-12-31 09:00:00,2720.0,2965.0,2395.0,2745.0,358051730.1475595,966557603676.6482
2018-01-01 09:00:00,2750.0,2975.0,2555.0,2885.0,128537201.21192953,353438024226.5828
2018-01-02 09:00:00,2890.0,3075.0,2715.0,3000.0,194160917.42951277,562199205457.9792
2018-01-03 09:00:00,3000.0,3980.0,2925.0,3735.0,310515785.62473696,1053322429838.9994
2018-01-04 09:00:00,3735.0,4925.0,3730.0,4215.0,243580792.5435927,1072908095081.414
2018-01-05 09:00:00,4205.0,4835.0,3670.0,4060.0,285942130.0321296,1218693623185.451
2018-01-06 09:00:00,4065.0,4320.0,3785.0,4130.0,125416768.9014295,518311586644.8714
2018-01-07 09:00:00,4130.0,4465.0,4080.0,4380.0,104396152.69252087,445224912951.62274
2018-01-08 09:00:00,4375.0,4425.0,3430.0,4005.0,123757909.64471005,503426854854.9446
2018-01-09 09:00:00,4000.0,4125.0,3210.0,3410.0,205549392.52438173,753702253882.4905
2018-01-10 09:00:00,3420.0,3525.0,2520.0,2805.0,385809127.18934005,1155228055744.0999
2018-01-11 09:00:00,2805.0,3245.0,1670.0,2815.0,650554711.8517464,1712438733161.7822
2018-01-12 09:00:00,2820.0,3155.0,2520.0,3055.0,451118010.43677855,1305297918460.9329
2018-01-13 09:00:00,3050.0,3175.0,2875.0,2960.0,184419654.88129506,558072616523.2698
2018-01-14 09:00:00,2955.0,2960.0,2450.0,2575.0,142384304.79907334,377237675106.0705
2018-01-15 09:00:00,2570.0,2775.0,2255.0,2335.0,99009298.6248829,250172693308.48273
2018-01-16 09:00:00,2340.0,2370.0,1005.0,1465.0,444522206.2818196,771652182453.8037
2018-01-17 09:00:00,1465.0,1925.0,1120.0,1760.0,790870222.3078908,1126019087017.426
2018-01-18 09:00:00,1755.0,2255.0,1590.0,2075.0,1214430284.5978343,2331887158805.6494
2018-01-19 09:00:00,2075.0,2235.0,1985.0,2065.0,422612522.59874874,886732214833.8252
2018-01-20 09:00:00,2065.0,2155.0,1975.0,2070.0,197120801.20699027,404762421980.7608
2018-01-21 09:00:00,2070.0,2075.0,1590.0,1725.0,335038419.89114016,591210850227.7107
2018-01-22 09:00:00,1725.0,1810.0,1445.0,1715.0,238768476.92979676,388078019174.3543
2018-01-23 09:00:00,1710.0,1760.0,1455.0,1615.0,308762625.88818324,499458131322.048
2018-01-24 09:00:00,1615.0,1675.0,1550.0,1600.0,191867661.75110346,308172959730.05994
2018-01-25 09:00:00,1595.0,1630.0,1495.0,1515.0,102179202.13256694,159589685415.49155
2018-01-26 09:00:00,1510.0,1520.0,1220.0,1395.0,176996057.0118115,244515811816.24622
2018-01-27 09:00:00,1390.0,1420.0,1320.0,1365.0,51054022.89389312,69631665277.03139
2018-01-28 09:00:00,1365.0,1595.0,1355.0,1540.0,93826224.68792754,137475384681.52023
2018-01-29 09:00:00,1540.0,1555.0,1415.0,1450.0,77716606.02322663,114727484922.80356
2018-01-30 09:00:00,1455.0,1455.0,1225.0,1270.0,76074107.69915503,102765215195.14818
2018-01-31 09:00:00,1270.0,1335.0,1080.0,1260.0,101882447.37727042,124278361469.00523
2018-02-01 09:00:00,1265.0,1270.0,1025.0,1040.0,101967406.48883502,115206280770.96492
2018-02-02 09:00:00,1040.0,1050.0,660.0,956.0,478265553.3940725,423247637028.79114
2018-02-03 09:00:00,957.0,1105.0,805.0,982.0,313834422.2836546,299259711928.09393
2018-02-04 09:00:00,982.0,1045.0,863.0,891.0,139107714.8001218,135098574175.21912
2018-02-05 09:00:00,889.0,922.0,755.0,773.0,111163948.46172395,93136434658.93837
2018-02-06 09:00:00,773.0,862.0,640.0,848.0,243053101.20266277,181540317826.22858
2018-02-07 09:00:00,848.0,872.0,767.0,789.0,132551422.14688347,109653466709.9372
2018-02-08 09:00:00,789.0,912.0,788.0,898.0,154921811.62256935,132067342199.66618
2018-02-09 09:00:00,898.0,1060.0,857.0,1050.0,366358276.82109696,353663127311.59424
